subjects,verbs,objects,sentences,,,,,,,,,,,,,,,,,,,,,,
ماما,گرنا,سکول بس,ماما سکول بس سے گرگئیں,,,,,,,,,,,,,,,,,,,,,,
ماما,گرنا,کشتی,ماما کشتی سے گرگئیں,,,,,,,,,,,,,,,,,,,,,,
ماما,گرنا,ہوائی جہاز,ماما ہوائی جہاز سے گرگئیں,,,,,,,,,,,,,,,,,,,,,,
ماما,گرنا,لفٹ,ماما لفٹ سے گرگئیں,,,,,,,,,,,,,,,,,,,,,,
ماما,گرنا,موٹر بائیک,ماما موٹر بائیک سے گرگئیں,,,,,,,,,,,,,,,,,,,,,,
ماما,گرنا,صبح,ماما صبح کے وقت گرگئیں,,,,,,,,,,,,,,,,,,,,,,
ماما,گرنا,دوپہر,ماما دوپہر کے وقت گرگئیں,,,,,,,,,,,,,,,,,,,,,,
ماما,گرنا,شام,ماما شام کے وقت گرگئیں,,,,,,,,,,,,,,,,,,,,,,
ماما,گرنا,رات,ماما رات کے وقت گرگئیں,,,,,,,,,,,,,,,,,,,,,,
ماما,گرنا,پانی,ماما پانی پیتے ہوئے گرگئیں,,,,,,,,,,,,,,,,,,,,,,
ماما,گرنا,دودھ,ماما دودھ پیتے ہوئے گرگئیں,,,,,,,,,,,,,,,,,,,,,,
ماما,گرنا,جوس,ماما جوس پیتے ہوئے گرگئیں,,,,,,,,,,,,,,,,,,,,,,
ماما,گرنا,چائے,ماما چائے پیتے ہوئے گرگئیں,,,,,,,,,,,,,,,,,,,,,,
ماما,گرنا,چاول,ماما چاول کھاتے ہوئے گرگئیں,,,,,,,,,,,,,,,,,,,,,,
ماما,گرنا,چاکلیٹ,ماما چاکلیٹ کھاتے ہوئے گرگئیں,,,,,,,,,,,,,,,,,,,,,,
ماما,گرنا,بسکٹ,ماما بسکٹ کھاتے ہوئے گرگئیں,,,,,,,,,,,,,,,,,,,,,,
ماما,گرنا,آ ئسکریم,ماما آ ئسکریم کھاتے ہوئے گرگئیں,,,,,,,,,,,,,,,,,,,,,,
ماما,گرنا,برگر,ماما برگر کھاتے ہوئے گرگئیں,,,,,,,,,,,,,,,,,,,,,,
ماما,گرنا,سینڈوچ,ماما سینڈوچ کھاتے ہوئے گرگئیں,,,,,,,,,,,,,,,,,,,,,,
ماما,گرنا,سوپ,ماما سوپ پیتے ہوئے گرگئیں,,,,,,,,,,,,,,,,,,,,,,
ماما,گرنا,نوڈلز,ماما نوڈلز کھاتے ہوئے گرگئیں,,,,,,,,,,,,,,,,,,,,,,
ماما,گرنا,میکرونی,ماما میکرونی کھاتے ہوئے گرگئیں,,,,,,,,,,,,,,,,,,,,,,
ماما,گرنا,پاستا,ماما پاستا کھاتے ہوئے گرگئیں,,,,,,,,,,,,,,,,,,,,,,
ماما,گرنا,باتھ روم,ماما باتھ روم میں گرگئیں,,,,,,,,,,,,,,,,,,,,,,
ماما,گرنا,ہسپتال,ماما ہسپتال میں گرگئیں,,,,,,,,,,,,,,,,,,,,,,
ماما,گرنا,پیزا,ماما پیزا کھاتے ہوئے گرگئیں,,,,,,,,,,,,,,,,,,,,,,
ماما,گرنا,فرائز,ماما فرائز کھاتے ہوئے گرگئیں,,,,,,,,,,,,,,,,,,,,,,
ماما,گرنا,ڈبل روٹی,ماما ڈبل روٹی کھاتے ہوئے گرگئیں,,,,,,,,,,,,,,,,,,,,,,
ماما,گرنا,ٹوفی,ماما ٹوفی کھاتے ہوئے گرگئیں,,,,,,,,,,,,,,,,,,,,,,
ماما,گرنا,سکول,ماما سکول میں گرگئیں,,,,,,,,,,,,,,,,,,,,,,
ماما,گرنا,بس سٹاپ,ماما بس سٹاپ پہ گرگئیں,,,,,,,,,,,,,,,,,,,,,,
نانی جان,گرنا,,نانی جان گرگئیں,,,,,,,,,,,,,,,,,,,,,,
نانی جان,گرنا,گھر,نانی جان گھرمیں گرگئیں,,,,,,,,,,,,,,,,,,,,,,
نانی جان,گرنا,سٹیشن,نانی جان سٹیشن پہ گرگئیں,,,,,,,,,,,,,,,,,,,,,,
نانی جان,گرنا,چڑیاگھر,نانی جان چڑیاگھر میں گرگئیں,,,,,,,,,,,,,,,,,,,,,,
نانی جان,گرنا,پارک,نانی جان پارک میں گرگئیں,,,,,,,,,,,,,,,,,,,,,,
نانی جان,گرنا,کیچن,نانی جان کیچن میں گرگئیں,,,,,,,,,,,,,,,,,,,,,,
نانی جان,گرنا,بیڈ روم,نانی جان بیڈ روم میں گرگئیں,,,,,,,,,,,,,,,,,,,,,,
نانی جان,گرنا,ٹی وی روم,نانی جان ٹی وی روم میں گرگئیں,,,,,,,,,,,,,,,,,,,,,,
نانی جان,گرنا,واش روم,نانی جان واش روم میں گرگئیں,,,,,,,,,,,,,,,,,,,,,,
نانی جان,گرنا,بازار,نانی جان بازار میں گرگئیں,,,,,,,,,,,,,,,,,,,,,,
نانی جان,گرنا,کار,نانی جان کار سے گرگئیں,,,,,,,,,,,,,,,,,,,,,,
نانی جان,گرنا,رکشہ,نانی جان رکشہ سے گرگئیں,,,,,,,,,,,,,,,,,,,,,,
نانی جان,گرنا,چڑیاگھر,نانی جان چڑیاگھر سے گرگئیں,,,,,,,,,,,,,,,,,,,,,,
نانی جان,گرنا,سائیکل,نانی جان سائیکل سے گرگئیں,,,,,,,,,,,,,,,,,,,,,,
نانی جان,گرنا,سکول بس,نانی جان سکول بس سے گرگئیں,,,,,,,,,,,,,,,,,,,,,,
نانی جان,گرنا,کشتی,نانی جان کشتی سے گرگئیں,,,,,,,,,,,,,,,,,,,,,,
نانی جان,گرنا,ہوائی جہاز,نانی جان ہوائی جہاز سے گرگئیں,,,,,,,,,,,,,,,,,,,,,,
نانی جان,گرنا,لفٹ,نانی جان لفٹ سے گرگئیں,,,,,,,,,,,,,,,,,,,,,,
نانی جان,گرنا,موٹر بائیک,نانی جان موٹر بائیک سے گرگئیں,,,,,,,,,,,,,,,,,,,,,,
نانی جان,گرنا,صبح,نانی جان صبح کے وقت گرگئیں,,,,,,,,,,,,,,,,,,,,,,
نانی جان,گرنا,دوپہر,نانی جان دوپہر کے وقت گرگئیں,,,,,,,,,,,,,,,,,,,,,,
نانی جان,گرنا,شام,نانی جان شام کے وقت گرگئیں,,,,,,,,,,,,,,,,,,,,,,
نانی جان,گرنا,رات,نانی جان رات کے وقت گرگئیں,,,,,,,,,,,,,,,,,,,,,,
نانی جان,گرنا,پانی,نانی جان پانی پیتے ہوئے گرگئیں,,,,,,,,,,,,,,,,,,,,,,
نانی جان,گرنا,دودھ,نانی جان دودھ پیتے ہوئے گرگئیں,,,,,,,,,,,,,,,,,,,,,,
نانی جان,گرنا,چائے,نانی جان چائے پیتے ہوئے گرگئیں,,,,,,,,,,,,,,,,,,,,,,
نانی جان,گرنا,چاول,نانی جان چاول کھاتے ہوئے گرگئیں,,,,,,,,,,,,,,,,,,,,,,
نانی جان,گرنا,چاکلیٹ,نانی جان چاکلیٹ کھاتے ہوئے گرگئیں,,,,,,,,,,,,,,,,,,,,,,
نانی جان,گرنا,بسکٹ,نانی جان بسکٹ کھاتے ہوئے گرگئیں,,,,,,,,,,,,,,,,,,,,,,
نانی جان,گرنا,آ ئسکریم,نانی جان آ ئسکریم کھاتے ہوئے گرگئیں,,,,,,,,,,,,,,,,,,,,,,
نانی جان,گرنا,برگر,نانی جان برگر کھاتے ہوئے گرگئیں,,,,,,,,,,,,,,,,,,,,,,
نانی جان,گرنا,سینڈوچ,نانی جان سینڈوچ کھاتے ہوئے گرگئیں,,,,,,,,,,,,,,,,,,,,,,
نانی جان,گرنا,سوپ,نانی جان سوپ پیتے ہوئے گرگئیں,,,,,,,,,,,,,,,,,,,,,,
نانی جان,گرنا,نوڈلز,نانی جان نوڈلز کھاتے ہوئے گرگئیں,,,,,,,,,,,,,,,,,,,,,,
نانی جان,گرنا,میکرونی,نانی جان میکرونی کھاتے ہوئے گرگئیں,,,,,,,,,,,,,,,,,,,,,,
نانی جان,گرنا,پاستا,نانی جان پاستا کھاتے ہوئے گرگئیں,,,,,,,,,,,,,,,,,,,,,,
نانی جان,گرنا,باتھ روم,نانی جان باتھ روم میں گرگئیں,,,,,,,,,,,,,,,,,,,,,,
نانی جان,گرنا,ہسپتال,نانی جان ہسپتال میں گرگئیں,,,,,,,,,,,,,,,,,,,,,,
نانی جان,گرنا,پیزا,نانی جان پیزا کھاتے ہوئے گرگئیں,,,,,,,,,,,,,,,,,,,,,,
نانی جان,گرنا,فرائز,نانی جان فرائز کھاتے ہوئے گرگئیں,,,,,,,,,,,,,,,,,,,,,,
نانی جان,گرنا,ڈبل روٹی,نانی جان ڈبل روٹی کھاتے ہوئے گرگئیں,,,,,,,,,,,,,,,,,,,,,,
نانی جان,گرنا,ٹوفی,نانی جان ٹوفی کھاتے ہوئے گرگئیں,,,,,,,,,,,,,,,,,,,,,,
نانی جان,گرنا,سکول,نانی جان سکول میں گرگئیں,,,,,,,,,,,,,,,,,,,,,,
نانی جان,گرنا,بس سٹاپ,نانی جان بس سٹاپ پہ گرگئیں,,,,,,,,,,,,,,,,,,,,,,
دادی جان,گرنا,گھر,دادی جان گھرمیں گرگئیں,,,,,,,,,,,,,,,,,,,,,,
دادی جان,گرنا,سٹیشن,دادی جان سٹیشن پہ گرگئیں,,,,,,,,,,,,,,,,,,,,,,
دادی جان,گرنا,چڑیاگھر,دادی جان چڑیاگھر میں گرگئیں,,,,,,,,,,,,,,,,,,,,,,
دادی جان,گرنا,پارک,دادی جان پارک میں گرگئیں,,,,,,,,,,,,,,,,,,,,,,
دادی جان,گرنا,کیچن,دادی جان کیچن میں گرگئیں,,,,,,,,,,,,,,,,,,,,,,
دادی جان,گرنا,بیڈ روم,دادی جان بیڈ روم میں گرگئیں,,,,,,,,,,,,,,,,,,,,,,
دادی جان,گرنا,ٹی وی روم,دادی جان ٹی وی روم میں گرگئیں,,,,,,,,,,,,,,,,,,,,,,
دادی جان,گرنا,واش روم,دادی جان واش روم میں گرگئیں,,,,,,,,,,,,,,,,,,,,,,
دادی جان,گرنا,بازار,دادی جان بازار میں گرگئیں,,,,,,,,,,,,,,,,,,,,,,
دادی جان,گرنا,کار,دادی جان کار سے گرگئیں,,,,,,,,,,,,,,,,,,,,,,
دادی جان,گرنا,رکشہ,دادی جان رکشہ سے گرگئیں,,,,,,,,,,,,,,,,,,,,,,
دادی جان,گرنا,چڑیاگھر,دادی جان چڑیاگھر سے گرگئیں,,,,,,,,,,,,,,,,,,,,,,
دادی جان,گرنا,سائیکل,دادی جان سائیکل سے گرگئیں,,,,,,,,,,,,,,,,,,,,,,
دادی جان,گرنا,سکول بس,دادی جان سکول بس سے گرگئیں,,,,,,,,,,,,,,,,,,,,,,
دادی جان,گرنا,کشتی,دادی جان کشتی سے گرگئیں,,,,,,,,,,,,,,,,,,,,,,
دادی جان,گرنا,ہوائی جہاز,دادی جان ہوائی جہاز سے گرگئیں,,,,,,,,,,,,,,,,,,,,,,
دادی جان,گرنا,لفٹ,دادی جان لفٹ سے گرگئیں,,,,,,,,,,,,,,,,,,,,,,
دادی جان,گرنا,موٹر بائیک,دادی جان موٹر بائیک سے گرگئیں,,,,,,,,,,,,,,,,,,,,,,
دادی جان,گرنا,صبح,دادی جان صبح کے وقت گرگئیں,,,,,,,,,,,,,,,,,,,,,,
دادی جان,گرنا,دوپہر,دادی جان دوپہر کے وقت گرگئیں,,,,,,,,,,,,,,,,,,,,,,
دادی جان,گرنا,شام,دادی جان شام کے وقت گرگئیں,,,,,,,,,,,,,,,,,,,,,,
دادی جان,گرنا,رات,دادی جان رات کے وقت گرگئیں,,,,,,,,,,,,,,,,,,,,,,
دادی جان,گرنا,پانی,دادی جان پانی پیتے ہوئے گرگئیں,,,,,,,,,,,,,,,,,,,,,,
دادی جان,گرنا,دودھ,دادی جان دودھ پیتے ہوئے گرگئیں,,,,,,,,,,,,,,,,,,,,,,
دادی جان,گرنا,جوس,دادی جان جوس پیتے ہوئے گرگئیں,,,,,,,,,,,,,,,,,,,,,,
دادی جان,گرنا,چائے,دادی جان چائے پیتے ہوئے گرگئیں,,,,,,,,,,,,,,,,,,,,,,
دادی جان,گرنا,چاول,دادی جان چاول کھاتے ہوئے گرگئیں,,,,,,,,,,,,,,,,,,,,,,
دادی جان,گرنا,چاکلیٹ,دادی جان چاکلیٹ کھاتے ہوئے گرگئیں,,,,,,,,,,,,,,,,,,,,,,
دادی جان,گرنا,بسکٹ,دادی جان بسکٹ کھاتے ہوئے گرگئیں,,,,,,,,,,,,,,,,,,,,,,
دادی جان,گرنا,آ ئسکریم,دادی جان آ ئسکریم کھاتے ہوئے گرگئیں,,,,,,,,,,,,,,,,,,,,,,
دادی جان,گرنا,برگر,دادی جان برگر کھاتے ہوئے گرگئیں,,,,,,,,,,,,,,,,,,,,,,
دادی جان,گرنا,سینڈوچ,دادی جان سینڈوچ کھاتے ہوئے گرگئیں,,,,,,,,,,,,,,,,,,,,,,
دادی جان,گرنا,سوپ,دادی جان سوپ پیتے ہوئے گرگئیں,,,,,,,,,,,,,,,,,,,,,,
دادی جان,گرنا,نوڈلز,دادی جان نوڈلز کھاتے ہوئے گرگئیں,,,,,,,,,,,,,,,,,,,,,,
دادی جان,گرنا,میکرونی,دادی جان میکرونی کھاتے ہوئے گرگئیں,,,,,,,,,,,,,,,,,,,,,,
دادی جان,گرنا,پاستا,دادی جان پاستا کھاتے ہوئے گرگئیں,,,,,,,,,,,,,,,,,,,,,,
دادی جان,گرنا,باتھ روم,دادی جان باتھ روم میں گرگئیں,,,,,,,,,,,,,,,,,,,,,,
دادی جان,گرنا,ہسپتال,دادی جان ہسپتال میں گرگئیں,,,,,,,,,,,,,,,,,,,,,,
دادی جان,گرنا,پیزا,دادی جان پیزا کھاتے ہوئے گرگئیں,,,,,,,,,,,,,,,,,,,,,,
دادی جان,گرنا,فرائز,دادی جان فرائز کھاتے ہوئے گرگئیں,,,,,,,,,,,,,,,,,,,,,,
دادی جان,گرنا,ڈبل روٹی,دادی جان ڈبل روٹی کھاتے ہوئے گرگئیں,,,,,,,,,,,,,,,,,,,,,,
دادی جان,گرنا,ٹوفی,دادی جان ٹوفی کھاتے ہوئے گرگئیں,,,,,,,,,,,,,,,,,,,,,,
دادی جان,گرنا,سکول,دادی جان سکول میں گرگئیں,,,,,,,,,,,,,,,,,,,,,,
دادی جان,گرنا,بس سٹاپ,دادی جان بس سٹاپ پہ گرگئیں,,,,,,,,,,,,,,,,,,,,,,
میں,دھونا,ہاتھ,میں ہاتھ دھونا چاہتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,دھونا,چہرہ,میں چہرہ دھونا چاہتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,دھونا,آ نکھ,میں آ نکھ دھونا چاہتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,دھونا,ناک,میں ناک دھونا چاہتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,دھونا,منہ,میں منہ دھونا چاہتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,دھونا,کان,میں کان دھونا چاہتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,دھونا,سر,میں سر دھونا چاہتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,دھونا,پیٹ,میں پیٹ دھونا چاہتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,دھونا,انگلیاں,میں انگلیاں دھونا چاہتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,دھونا,بازو,میں بازو دھونا چاہتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,دھونا,گھٹنا,میں گھٹنا دھونا چاہتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,دھونا,بال,میں بال دھونا چاہتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,دھونا,دانت,میں دانت دھونا چاہتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,دھونا,زبان,میں زبان دھونا چاہتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,دھونا,حلق,میں حلق دھونا چاہتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,دھونا,بال,میں بال دھونا چاہتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,دھونا,ناخن,میں ناخن دھونا چاہتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,دھونا,کمر,میں کمر دھونا چاہتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,دھونا,شرٹ,میں شرٹ دھونا چاہتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,دھونا,ٹی شرٹ,میں ٹی شرٹ دھونا چاہتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,دھونا,پینٹ,میں پینٹ دھونا چاہتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,دھونا,شلوار  قمیض ,میں شلوار  قمیض  دھونا چاہتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,دھونا,قمیص,میں قمیص دھونا چاہتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,دھونا,جیکٹ,میں جیکٹ دھونا چاہتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,دھونا,جوتا,میں جوتا دھونا چاہتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,دھونا,شوز,میں شوز دھونا چاہتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,دھونا,سکارف,میں سکارف دھونا چاہتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,دھونا,ٹوپی,میں ٹوپی دھونا چاہتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,دھونا,سکرٹ,میں سکرٹ دھونا چاہتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,دھونا,ٹائی,میں ٹائی دھونا چاہتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,دھونا,یونیفارم,میں یونیفارم دھونا چاہتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,دھونا,موزے,میں موزے دھونا چاہتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,دھونا,گلفز,میں گلفز دھونا چاہتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,دھونا,بینگلز,میں بینگلز دھونا چاہتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,دھونا,بنیان,میں بنیان دھونا چاہتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,صبح,شرٹ,میں صبح کے وقت شرٹ دھونا چاہتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,صبح,ٹی شرٹ,میں صبح کے وقت ٹی شرٹ دھونا چاہتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,صبح,پینٹ,میں صبح کے وقت پینٹ دھونا چاہتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,صبح,شلوار  قمیض ,میں صبح کے وقت شلوار  قمیض  دھونا چاہتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,صبح,قمیص,میں صبح کے وقت قمیص دھونا چاہتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,صبح,جیکٹ,میں صبح کے وقت جیکٹ دھونا چاہتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,صبح,جوتا,میں صبح کے وقت جوتا دھونا چاہتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,صبح,شوز,میں صبح کے وقت شوز دھونا چاہتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,صبح,سکارف,میں صبح کے وقت سکارف دھونا چاہتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,صبح,ٹوپی,میں صبح کے وقت ٹوپی دھونا چاہتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,صبح,سکرٹ,میں صبح کے وقت سکرٹ دھونا چاہتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,صبح,ٹائی,میں صبح کے وقت ٹائی دھونا چاہتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,صبح,یونیفارم,میں صبح کے وقت یونیفارم دھونا چاہتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,صبح,موزے,میں صبح کے وقت موزے دھونا چاہتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,صبح,گلفز,میں صبح کے وقت گلفز دھونا چاہتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,صبح,بینگلز,میں صبح کے وقت بینگلز دھونا چاہتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,صبح,بنیان,میں صبح کے وقت بنیان دھونا چاہتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,شام,شرٹ,میں شام کے وقت شرٹ دھونا چاہتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,شام,ٹی شرٹ,میں شام کے وقت ٹی شرٹ دھونا چاہتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,شام,پینٹ,میں شام کے وقت پینٹ دھونا چاہتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,شام,شلوار  قمیض ,میں شام کے وقت شلوار  قمیض  دھونا چاہتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,شام,قمیص,میں شام کے وقت قمیص دھونا چاہتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,شام,جیکٹ,میں شام کے وقت جیکٹ دھونا چاہتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,شام,جوتا,میں شام کے وقت جوتا دھونا چاہتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,شام,شوز,میں شام کے وقت شوز دھونا چاہتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,شام,سکارف,میں شام کے وقت سکارف دھونا چاہتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,شام,ٹوپی,میں شام کے وقت ٹوپی دھونا چاہتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,شام,سکرٹ,میں شام کے وقت سکرٹ دھونا چاہتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,شام,ٹائی,میں شام کے وقت ٹائی دھونا چاہتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,شام,یونیفارم,میں شام کے وقت یونیفارم دھونا چاہتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,شام,موزے,میں شام کے وقت موزے دھونا چاہتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,شام,گلفز,میں شام کے وقت گلفز دھونا چاہتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,شام,بینگلز,میں شام کے وقت بینگلز دھونا چاہتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,شام,بنیان,میں شام کے وقت بنیان دھونا چاہتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,رات,شرٹ,میں رات کے وقت شرٹ دھونا چاہتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,رات,ٹی شرٹ,میں رات کے وقت ٹی شرٹ دھونا چاہتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,رات,پینٹ,میں رات کے وقت پینٹ دھونا چاہتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,رات,شلوار  قمیض ,میں رات کے وقت شلوار  قمیض  دھونا چاہتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,رات,قمیص,میں رات کے وقت قمیص دھونا چاہتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,رات,جیکٹ,میں رات کے وقت جیکٹ دھونا چاہتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,رات,جوتا,میں رات کے وقت جوتا دھونا چاہتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,رات,شوز,میں رات کے وقت شوز دھونا چاہتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,رات,سکارف,میں رات کے وقت سکارف دھونا چاہتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,رات,ٹوپی,میں رات کے وقت ٹوپی دھونا چاہتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,رات,سکرٹ,میں رات کے وقت سکرٹ دھونا چاہتا ہوں,,,,,,,,,,,,,,,,,,,,,,
